college_id,Financial Times,CUWR,QS World,US NEWS Global,THE,International Business
1272,0,1024,0,807,501,601
1750,0,951,751,847,501,0
2201,0,1894,0,0,0,0
1535,0,309,561,349,401,401
1573,0,427,801,435,601,501
1493,0,0,0,0,0,0
1795,0,579,0,0,301,0
1431,0,231,0,261,0,0
1502,0,806,0,936,0,0
1578,0,0,0,0,0,0
1975,0,0,0,0,0,0
1098,0,0,0,0,0,0
1291,0,0,0,0,0,0
1111,0,0,0,0,0,0
2057,0,0,0,0,0,0
1260,0,0,0,0,0,0
1387,0,0,0,0,0,0
1239,0,0,0,0,0,0
2135,0,0,0,0,0,0
1683,0,0,0,0,0,0
1839,0,0,0,0,0,0
2070,0,1104,0,1148,301,501
1734,0,1455,0,0,0,0
996,0,0,0,0,0,0
2193,0,0,0,0,0,0
1033,0,0,0,0,0,0
1032,0,0,0,0,0,0
1069,0,916,0,750,0,0
2049,0,0,0,0,0,0
1514,0,0,0,0,0,0
1595,0,0,0,0,0,0
1290,0,0,0,0,0,0
1861,0,0,0,0,0,0
1066,0,0,0,0,0,0
2184,0,0,0,0,0,0
2134,0,0,0,0,0,0
1198,0,0,0,0,0,0
1135,0,0,0,0,0,0
899,0,0,0,0,0,0
1655,0,0,0,0,0,0
1793,0,0,0,0,0,0
1819,0,0,0,0,0,0
1459,0,0,0,0,0,0
1454,0,1568,0,0,0,0
1607,0,0,0,0,0,0
1244,0,0,0,0,0,0
1076,0,0,0,0,0,0
2122,0,0,0,0,0,0
1536,0,0,0,0,0,0
1665,0,0,0,0,0,0
2022,0,0,0,0,0,0
1587,0,0,0,0,0,0
2016,0,0,0,0,0,0
1310,0,0,0,0,0,0
2202,0,0,0,0,0,0
927,0,0,0,0,0,0
1812,0,0,0,0,0,0
1856,0,0,0,0,0,0
1881,0,0,443,0,0,0
1523,0,0,0,0,0,0
2117,0,0,0,0,0,0
1935,0,0,0,0,0,0
1352,0,0,0,0,0,0
2125,0,0,0,0,0,0
1738,0,0,0,0,0,0
1497,0,0,0,0,0,0
2180,0,0,0,0,0,0
1753,0,0,0,0,0,0
1786,0,0,0,0,0,0
1434,0,0,0,0,0,0
1646,0,0,0,0,0,0
2228,0,0,0,0,0,0
974,0,0,0,0,0,0
975,0,0,0,0,0,0
1603,0,0,0,0,0,0
1117,0,0,0,0,0,0
1782,0,0,0,0,0,0
1571,0,0,0,0,0,0
1180,0,0,0,0,0,0
1783,0,0,0,0,0,0
1982,0,0,0,0,0,0
1712,0,0,0,0,0,0
1739,0,0,0,1474,0,0
1216,0,0,0,0,0,0
1217,0,0,0,0,0,0
1800,0,1658,0,1298,401,0
1936,0,1000,0,0,801,0
1106,0,0,0,0,0,0
1210,0,0,0,0,0,0
1956,0,0,0,0,0,0
1542,0,0,0,0,0,0
1252,0,0,0,0,0,0
1647,0,0,0,0,0,0
2018,0,0,0,0,0,0
2108,0,0,0,0,0,0
991,0,0,0,0,0,0
1410,0,0,0,0,0,0
1534,0,0,0,0,0,0
1934,0,0,0,0,0,0
2126,0,0,0,0,0,0
1121,0,0,0,0,0,0
1697,0,0,0,0,0,0
1565,0,0,0,0,0,0
2156,0,0,0,0,0,0
1745,0,0,0,0,0,0
1526,0,0,0,0,0,0
2173,0,0,0,0,0,0
1643,0,0,0,0,0,0
1148,0,0,0,0,0,0
1726,0,41,0,76,0,0
2044,0,1558,0,0,0,0
1906,0,1858,0,0,0,0
1342,0,641,0,664,0,0
1506,0,0,0,0,0,0
1658,0,1596,0,0,0,0
2227,0,276,0,374,0,0
1070,0,1109,0,0,0,0
1010,0,0,0,0,0,0
1161,0,1251,0,0,0,0
2046,0,0,0,0,0,0
2094,0,996,0,1364,0,0
1785,0,933,0,0,0,0
992,0,839,0,957,0,0
1201,0,0,0,0,0,0
1400,0,0,0,0,0,0
1704,0,1507,0,0,0,0
2165,0,1103,651,761,601,0
1821,0,0,0,0,0,0
1522,0,0,0,0,0,0
1688,0,0,0,0,0,0
932,0,0,0,0,0,0
1689,0,0,0,0,0,0
1732,0,1483,0,0,0,0
1710,0,171,0,62,0,0
1308,0,0,0,0,0,0
1232,0,0,0,0,0,0
2146,0,1072,0,779,0,0
2115,0,0,0,0,0,0
1375,0,0,0,0,0,0
1733,0,0,0,0,0,0
1850,0,0,0,0,0,0
1690,0,0,0,0,0,0
2203,0,0,0,0,0,0
1064,0,0,0,0,0,0
2002,0,0,0,0,0,0
1957,0,0,0,0,0,0
2150,0,0,0,0,0,0
1644,0,0,0,0,0,0
1787,0,0,0,0,0,0
1025,0,0,0,0,0,0
2231,0,942,0,0,0,0
1344,0,0,0,0,0,0
1809,0,0,0,0,0,0
1309,0,1821,0,0,0,0
1221,0,0,0,0,0,0
1528,0,0,0,0,0,0
1877,0,0,0,0,0,0
2075,0,1851,0,0,0,0
1027,0,0,0,0,0,0
1028,0,0,0,0,0,0
1030,0,0,0,0,0,0
1328,0,0,0,0,0,0
1150,0,0,0,0,0,0
2230,0,0,0,0,0,0
2198,0,0,0,0,0,0
1041,0,0,0,0,0,0
1061,0,0,0,0,0,0
1062,0,0,0,0,0,0
1756,0,0,0,0,0,0
1126,0,0,0,0,0,0
1034,0,0,0,0,0,0
1035,0,0,0,0,0,0
1469,0,0,0,0,0,0
1392,0,0,0,0,0,0
894,0,0,0,0,0,0
1705,0,0,0,0,0,0
2223,0,0,0,0,0,0
1860,0,0,0,0,0,0
2030,0,0,0,0,0,0
1453,0,0,0,0,0,0
1854,0,0,0,0,0,0
890,0,1184,0,1110,0,0
1760,0,1454,0,1421,0,0
2133,0,0,0,0,0,0
2167,0,0,0,0,0,0
1343,0,0,0,0,0,0
1719,0,0,0,0,0,0
1927,0,0,0,0,0,0
945,0,0,0,0,0,0
2168,0,0,0,0,0,0
1613,0,481,0,572,0,0
911,0,0,0,0,0,0
1761,0,0,0,0,0,0
971,0,0,0,0,0,0
1827,0,0,0,0,0,0
1165,0,0,0,0,0,0
2322,0,1049,0,607,0,0
1065,0,0,0,0,0,0
1673,0,0,0,0,0,0
2019,0,1664,0,0,0,0
1478,0,0,0,0,0,0
1895,0,0,0,0,0,0
1461,0,0,0,0,0,0
1952,0,0,0,0,0,0
1347,0,0,0,0,0,0
1549,0,0,0,0,0,0
1185,0,0,0,0,0,0
2207,0,0,0,0,0,0
1160,0,0,0,0,0,0
1654,0,0,0,0,0,0
1376,0,0,0,0,0,0
1102,0,0,0,0,0,0
1298,0,0,0,0,0,0
1273,0,0,0,0,0,0
2006,0,0,0,0,0,0
893,0,0,0,0,0,0
1227,0,0,0,0,0,0
1920,0,0,0,0,0,0
1660,0,0,0,0,0,0
1517,0,0,0,0,0,0
1407,0,0,0,0,0,0
1416,0,0,0,0,0,0
1737,0,1613,0,0,0,0
1886,0,0,0,0,0,0
1139,0,0,0,0,0,0
2128,0,0,0,0,0,0
1053,0,0,0,0,0,0
2026,0,0,0,0,0,0
2010,0,0,0,0,0,0
1781,0,0,0,0,0,0
2172,0,0,0,0,0,0
1862,0,0,0,0,0,0
941,0,1074,0,0,0,0
1175,0,0,0,0,0,0
1501,0,0,0,0,0,0
900,0,0,0,0,0,0
905,0,0,0,0,0,0
1663,0,0,0,0,0,0
1691,0,0,0,0,0,0
2119,0,0,0,0,0,0
1087,0,2,1,2,1,2
1245,0,0,0,0,0,0
1044,0,0,0,0,0,0
2064,0,0,0,0,0,0
1600,0,0,0,0,0,0
1317,0,0,0,0,0,0
925,0,0,0,0,0,0
1123,0,0,0,0,0,0
2113,0,0,0,0,0,0
1863,0,0,0,0,0,0
1784,0,0,0,0,0,0
1140,0,0,0,0,0,0
896,0,0,0,0,0,0
2082,0,0,0,0,0,0
2050,0,0,0,0,0,0
1945,0,0,0,0,0,0
1629,0,0,0,0,0,0
1818,0,0,0,0,0,0
912,0,0,0,0,0,0
913,0,0,0,0,0,0
1170,0,0,0,0,0,0
1830,0,0,0,0,0,0
1525,0,0,0,0,0,0
1835,0,0,0,0,0,0
1720,0,0,0,0,0,0
2031,0,0,0,0,0,0
1488,0,0,0,0,0,0
1577,0,0,0,0,0,0
1725,0,0,0,0,0,0
1281,0,0,0,0,0,0
1980,0,0,0,0,0,0
1910,0,0,0,0,0,0
1295,0,0,0,0,0,0
1559,0,0,0,0,0,0
1604,0,0,0,0,0,0
2099,0,0,0,0,0,0
1412,0,0,0,0,0,0
1193,0,0,0,0,0,0
1325,0,0,0,0,0,0
1253,0,0,0,0,0,0
1864,0,0,0,0,0,0
1393,0,0,0,0,0,0
2151,0,0,0,0,0,0
995,0,0,0,0,0,0
1998,0,0,0,0,0,0
1741,0,0,0,0,0,0
1261,0,0,0,0,0,0
2029,0,0,0,0,0,0
1981,0,0,0,0,0,0
2073,0,0,0,0,0,0
1561,0,0,0,0,0,0
1832,0,0,0,0,0,0
1992,0,0,0,0,0,0
1962,0,0,0,0,0,0
2232,0,0,0,0,0,0
1276,0,0,0,0,0,0
1994,0,0,0,0,0,0
2148,0,0,0,0,0,0
1562,0,0,0,0,0,0
2112,0,0,0,0,0,0
1911,0,0,0,0,0,0
1042,0,0,0,8,0,0
1811,0,0,0,0,0,0
1746,0,0,0,0,0,0
1566,0,0,0,0,0,0
1626,0,0,0,0,0,0
1355,0,0,0,0,0,0
2321,0,1693,0,0,0,0
1474,0,0,0,0,0,0
2171,0,0,0,0,0,0
2823,0,0,0,0,0,0
2828,0,0,0,0,0,0
2829,0,0,0,0,0,0
2820,0,0,0,0,0,0
556,0,0,0,0,0,0
2836,0,0,0,0,0,0
2845,0,0,0,0,0,0
2100,0,0,0,0,0,0
1156,0,0,0,0,0,0
2323,0,0,0,0,0,0
2312,0,1190,0,0,0,0
2844,0,0,0,0,0,0
2855,0,0,0,0,0,0
2837,0,0,0,0,0,0
2843,0,0,0,0,0,0
2832,0,0,0,0,0,0
2848,0,0,0,0,0,0
2847,0,0,0,0,0,0
2923,0,0,0,0,0,0
3266,0,0,0,0,0,0
3584,0,0,0,0,0,0
3556,0,0,0,0,0,0
3585,0,0,0,0,0,0
2655,0,0,0,0,0,0
857,0,778,0,706,301,301
2684,0,0,0,0,0,0
2358,0,0,0,0,0,0
2801,0,0,0,0,0,0
867,0,1535,0,0,601,0
851,0,1702,651,1266,301,501
805,0,175,62,135,78,22
863,0,131,99,142,126,101
2807,0,0,0,0,0,0
873,0,1581,801,1288,501,401
2310,0,1968,0,1339,401,501
865,0,5,5,5,2,4
800,0,4,7,9,6,3
814,0,120,77,86,126,101
2361,0,0,0,0,0,0
2814,0,0,0,0,0,0
809,0,690,301,580,201,251
815,0,463,300,406,301,176
2695,0,0,0,0,0,0
874,0,148,93,133,70,126
2360,0,0,0,0,0,0
879,0,320,150,264,93,126
825,0,100,91,152,96,65
2813,0,0,0,0,0,0
2300,0,0,0,0,0,0
869,0,882,601,604,401,301
792,0,970,511,722,201,101
2809,0,0,0,0,0,0
855,0,57,27,64,29,32
835,0,30,8,20,17,0
2800,0,0,0,0,0,0
3055,0,0,0,0,0,0
878,0,567,368,453,251,201
813,0,1522,801,1125,401,501
830,0,134,181,146,201,251
807,0,330,319,312,301,401
806,0,0,0,0,601,401
783,0,0,801,0,601,0
784,0,260,207,238,201,301
785,0,792,485,792,176,0
786,0,447,173,427,151,101
787,0,829,0,722,0,0
788,0,350,209,306,251,201
789,0,903,601,850,601,601
791,0,212,205,327,151,101
793,0,78,87,92,101,151
795,0,851,801,656,251,301
796,0,236,246,152,42,77
797,0,90,58,86,101,201
798,0,1227,801,1142,201,301
799,0,1504,0,919,301,251
801,0,661,380,591,176,201
802,0,153,159,168,101,101
803,0,750,411,656,52,126
804,0,1353,541,990,301,301
808,0,1871,801,0,401,301
810,0,44,20,30,44,43
3056,0,0,0,0,0,0
2811,0,0,0,0,0,0
811,0,498,308,378,201,126
812,0,266,164,164,101,176
2306,0,0,0,0,601,0
816,0,506,267,447,301,61
817,0,701,601,748,401,301
818,0,1730,0,0,601,0
819,0,1015,801,1083,501,601
820,0,1524,701,1304,251,201
821,0,478,601,822,401,201
822,0,1620,581,1413,501,301
823,96,348,135,177,96,83
824,0,1951,0,1455,301,501
826,0,1621,801,1174,601,301
827,0,228,242,232,201,401
828,0,1530,801,980,501,401
829,0,827,801,475,501,501
831,0,681,344,868,201,251
832,0,867,350,0,101,101
833,0,315,86,238,85,126
834,0,1766,416,1192,101,0
836,0,45,31,34,54,101
2799,0,0,0,0,0,0
2366,0,0,0,0,0,0
838,0,0,801,0,0,0
839,0,316,49,244,8,7
840,0,223,0,114,0,0
841,0,0,751,0,601,0
842,0,1582,701,941,251,251
843,0,155,114,114,151,201
844,0,1342,346,1321,126,251
845,0,596,0,434,201,0
846,0,19,10,19,14,20
847,0,0,801,0,401,0
848,0,1396,701,1321,301,301
849,0,1395,0,941,201,0
850,0,1816,0,0,501,0
852,0,658,226,580,74,151
2580,0,0,0,0,0,0
853,0,0,0,0,501,0
854,0,1113,801,877,301,301
2675,0,0,0,0,0,0
856,0,0,0,0,601,0
858,0,857,701,908,201,0
859,0,177,152,166,151,126
860,0,939,651,660,501,501
861,0,277,333,306,101,176
862,0,1208,751,1022,501,401
864,0,1303,383,1006,301,201
866,0,0,0,0,0,0
868,0,1247,751,904,251,176
870,0,1282,801,1089,601,501
871,0,1424,801,1093,601,401
872,0,337,96,292,151,151
875,0,119,90,97,101,151
876,0,877,485,741,201,201
877,0,576,474,474,301,251
880,0,1177,601,1206,401,301
2288,0,0,801,0,601,0
2289,0,0,0,0,801,0
2291,0,0,0,0,601,0
2293,0,0,0,0,0,0
2295,0,0,0,0,0,0
2296,0,1132,0,769,0,0
2299,0,0,0,0,0,0
2303,0,0,0,0,0,0
2305,0,0,0,0,0,0
2307,0,0,0,0,0,0
2308,0,0,0,0,0,0
2309,0,0,0,0,0,0
2327,0,0,0,0,0,0
2333,0,0,0,0,0,0
2334,0,0,0,0,0,0
2335,0,0,0,0,0,0
2336,0,0,0,0,0,0
2337,0,0,0,0,0,0
2338,0,0,0,0,0,0
2339,0,0,0,0,0,0
2340,0,0,0,0,0,0
2341,0,0,0,0,0,0
2342,0,0,0,0,0,0
2343,0,0,0,0,0,0
2344,0,0,0,0,0,0
2345,0,0,0,0,0,0
2346,0,0,0,0,0,0
2347,0,0,0,0,0,0
2348,0,0,0,0,0,0
2349,0,0,0,0,0,0
2350,0,0,0,0,0,0
2351,0,0,0,0,0,0
2353,0,0,0,0,0,0
2354,0,0,0,0,0,0
2355,0,0,0,0,0,0
2356,0,0,0,0,0,0
2357,0,0,0,0,0,0
2359,0,0,0,0,0,0
2363,0,0,0,0,0,0
2364,0,0,0,0,0,0
2365,0,0,0,0,0,0
2802,0,0,0,0,0,0
2897,0,0,0,0,0,0
2596,0,0,0,0,0,0
2806,0,0,0,0,0,0
2292,0,0,0,0,0,0
2678,0,669,0,0,0,0
2362,0,0,0,0,0,0
2674,0,0,0,0,0,0
2298,0,0,0,0,0,0
2680,0,0,0,0,0,0
2805,0,0,0,0,0,0
2691,0,0,0,0,0,0
2688,0,0,0,0,0,0
2611,0,0,0,0,0,0
2304,0,1771,0,0,0,0
2297,0,0,0,0,0,0
2588,0,0,0,0,0,0
2618,0,0,0,0,0,0
2629,0,0,0,0,0,0
2599,0,0,0,0,601,0
3577,0,0,0,0,0,0
2641,0,0,0,0,0,0
2699,0,0,0,0,0,0
2352,0,0,0,0,0,0
3588,0,0,0,0,0,0
104,0,24,25,17,27,24
64,0,48,45,31,27,28
9,0,101,119,138,201,90
39,0,27,31,51,49,82
11,0,199,166,210,176,176
109,0,400,531,432,201,101
10,0,188,246,174,501,251
40,0,160,144,133,251,151
2,0,527,601,471,401,501
12,0,859,751,1049,601,501
52,0,828,801,965,301,401
95,0,203,279,192,401,301
22,0,331,291,325,401,401
54,0,335,323,306,126,151
98,0,438,465,538,301,601
90,0,261,601,390,501,401
47,0,301,246,419,301,176
33,0,1294,0,1254,501,0
97,0,950,0,902,601,401
41,0,625,701,703,401,401
105,0,366,370,301,301,301
85,0,459,571,483,301,401
227,0,1162,0,1204,0,0
107,0,185,203,287,251,126
65,0,1809,0,0,0,0
71,0,113,118,140,101,98
67,0,1237,0,1436,0,0
89,0,1337,0,1470,501,0
108,0,1143,0,1271,0,0
93,0,1845,0,0,601,0
13,0,1941,0,0,0,0
82,0,286,420,361,401,401
6,0,1645,0,0,0,0
34,0,1592,0,1348,0,0
94,0,1344,0,1098,0,0
3,0,586,477,670,401,251
73,0,559,701,763,0,0
50,0,1958,0,0,0,0
68,0,1954,0,0,0,0
76,0,613,601,651,401,501
75,0,1927,0,0,0,0
303,0,889,0,0,0,0
79,0,1644,0,0,0,0
600,0,391,275,238,251,201
603,0,112,44,51,87,57
614,0,858,571,679,201,301
599,0,1111,701,936,301,0
609,0,63,41,25,50,40
2388,0,0,0,0,0,0
2966,0,0,0,0,0,0
610,0,947,551,543,401,301
606,0,130,55,48,99,67
594,0,389,303,217,151,101
607,0,547,223,281,251,251
622,0,514,474,274,201,401
604,0,1341,751,936,401,501
2386,0,1761,0,1315,0,0
2982,0,0,0,0,0,0
2962,0,0,0,0,0,0
618,0,1091,801,736,501,501
605,0,510,398,374,251,301
620,0,98,40,27,76,86
597,0,123,31,64,36,69
624,0,472,462,287,201,301
589,0,541,423,435,401,0
2384,0,0,0,0,0,0
598,0,1107,456,604,176,251
2997,0,0,0,0,0,0
591,0,521,295,372,301,126
621,0,402,133,162,201,101
590,0,221,106,73,251,201
619,0,378,214,217,201,151
2995,0,0,0,0,0,0
2994,0,0,0,0,0,0
2967,0,0,0,0,0,0
2978,0,0,0,0,0,0
2367,0,0,0,0,0,0
601,0,1789,414,1174,601,401
592,0,1011,801,0,0,0
2385,0,0,0,0,0,0
2891,0,0,0,0,0,0
625,0,398,196,214,251,201
593,0,1076,801,587,251,0
595,0,412,217,197,201,101
617,0,1412,0,965,301,501
2973,0,0,0,0,0,0
2964,0,0,0,0,0,0
2986,0,0,0,0,0,0
602,0,419,308,316,301,401
612,0,361,217,174,151,201
2976,0,0,0,0,0,0
2920,0,0,0,0,0,0
596,0,106,46,0,62,41
2999,0,0,0,0,0,0
2998,0,0,0,0,0,0
2963,0,0,0,0,0,0
2236,0,1675,0,1238,501,601
2981,0,0,0,0,0,0
623,0,1270,701,736,501,501
2983,0,0,0,0,0,0
2975,0,0,0,0,0,0
2960,0,0,0,0,0,0
608,0,656,372,297,301,401
2970,0,0,0,0,0,0
2993,0,0,0,0,0,0
2989,0,0,0,0,0,0
2979,0,0,0,0,0,0
3000,0,0,0,0,0,0
611,0,386,197,252,251,151
613,0,1061,651,591,401,301
2974,0,0,0,0,0,0
615,0,151,92,79,151,151
616,0,1684,591,1101,601,501
2969,0,0,0,0,0,0
2382,0,0,0,0,0,0
2914,0,0,0,0,0,0
2886,0,0,0,0,0,0
2918,0,0,0,0,0,0
2893,0,0,0,0,0,0
2892,0,0,0,0,0,0
2916,0,0,0,0,0,0
2912,0,0,0,0,0,0
2915,0,0,0,0,0,0
2895,0,0,0,0,0,0
2889,0,0,0,0,0,0
2917,0,0,0,0,0,0
2890,0,0,0,0,0,0
2913,0,0,0,0,0,0
2894,0,0,0,0,0,0
2883,0,0,0,0,0,0
2887,0,0,0,0,0,0
2888,0,0,0,0,0,0
2380,0,0,0,0,0,0
2376,0,0,0,0,0,0
2935,0,0,0,0,0,0
2971,0,0,0,0,0,0
2959,0,0,0,0,0,0
2968,0,0,0,0,0,0
2990,0,0,0,0,0,0
2980,0,0,0,0,0,0
3616,0,0,0,0,0,0
3606,0,0,0,0,0,0
3610,0,0,0,0,0,0
3618,0,0,0,0,0,0
3609,0,0,0,0,0,0
3617,0,0,0,0,0,0
3607,0,0,0,0,0,0
3615,0,0,0,0,0,0
3611,0,0,0,0,0,0
3612,0,0,0,0,0,0
3613,0,0,0,0,0,0
3608,0,0,0,0,0,0
3619,0,0,0,0,0,0
3620,0,0,0,0,0,0
628,0,1059,0,1156,0,0
690,0,49,63,46,73,44
710,0,314,344,316,201,0
629,0,616,521,697,301,126
633,0,370,148,338,151,101
653,0,224,317,238,176,176
646,0,467,267,543,251,0
638,0,141,240,114,201,55
707,0,430,333,564,401,0
647,0,504,801,475,201,301
682,0,271,483,342,0,0
641,0,525,541,520,201,0
691,0,81,50,76,46,64
680,0,0,501,274,201,401
631,0,59,130,111,56,151
677,0,239,131,197,201,0
649,0,307,751,285,251,0
658,0,127,175,168,176,0
715,0,202,437,186,89,0
2243,0,1390,0,1356,801,0
648,0,217,173,186,126,0
635,0,312,439,372,401,0
670,0,500,651,547,251,401
2239,0,1136,0,1100,0,0
705,0,820,0,684,401,301
627,0,218,145,184,107,0
654,0,129,311,222,201,301
698,0,1032,0,1006,0,0
701,0,374,601,486,0,0
632,0,66,117,82,40,0
634,0,597,801,483,201,301
657,0,1448,0,1262,0,0
640,0,1125,0,1113,251,0
681,0,620,443,511,88,251
668,0,167,228,155,126,151
709,0,125,175,0,61,0
659,0,373,531,419,301,0
672,0,70,64,54,35,0
662,0,108,195,158,176,0
645,0,194,282,232,98,251
703,0,618,451,756,0,0
678,0,1102,0,908,0,0
669,0,332,0,427,0,0
674,0,322,323,395,251,0
676,0,866,0,978,201,0
683,0,730,0,660,0,0
684,0,683,0,791,0,0
685,0,204,403,214,251,0
687,0,973,307,706,38,39
694,0,0,356,0,195,0
651,0,0,751,0,0,0
2237,0,1523,0,1074,0,0
699,0,0,0,0,501,251
700,0,519,801,490,201,0
702,0,474,701,706,0,0
712,54,0,0,0,0,0
2238,0,758,0,467,601,0
2240,0,1461,0,741,0,0
665,0,450,470,604,0,0
643,0,1099,0,1298,0,0
2241,0,1690,0,0,0,0
2242,0,1047,0,660,0,0
2332,80,0,0,0,0,0
696,0,805,0,814,0,0
2485,0,208,0,0,0,0
639,0,729,551,729,401,401
664,0,668,0,898,201,0
2499,58,0,0,0,0,0
706,0,832,651,623,201,301
667,0,1449,0,1044,601,0
2244,0,1808,0,0,0,0
688,0,0,651,499,251,0
2245,0,1433,0,1364,0,0
713,0,1377,0,1405,0,0
721,48,0,43,95,62,59
716,22,0,27,109,74,29
717,0,0,75,170,82,29
718,0,0,48,162,93,72
719,0,0,264,607,201,176
720,29,0,22,83,26,36
723,0,0,571,0,0,0
2779,0,0,0,0,0,0
724,0,283,177,226,151,176
2937,0,0,0,0,0,0
725,0,509,286,437,501,401
726,0,1026,439,838,201,201
727,0,0,0,0,0,0
728,0,1013,0,959,201,0
729,0,213,101,244,126,151
730,0,622,238,599,301,301
731,0,948,511,898,301,301
732,0,1185,701,941,201,251
3432,0,0,0,0,0,0
2904,0,0,0,0,0,0
3463,0,0,0,0,0,0
734,0,0,531,0,401,251
735,0,754,142,580,401,201
736,0,936,187,486,176,201
737,0,1549,601,895,0,0
738,0,0,701,0,801,0
739,0,0,801,0,501,501
741,0,409,59,205,301,126
742,0,1877,439,1106,601,0
743,0,802,132,626,401,301
744,0,1593,651,949,601,601
2262,0,0,801,0,1001,601
2263,0,0,379,0,0,0
2264,0,0,391,0,0,0
2938,0,0,701,0,0,0
2568,0,0,0,0,0,0
747,0,259,57,172,86,0
652,0,0,0,0,0,0
751,0,79,128,86,37,0
656,0,0,0,0,0,0
754,0,92,197,68,58,25
752,0,240,234,189,126,62
745,0,83,61,40,21,80
746,0,146,236,80,69,99
748,0,338,120,349,187,0
749,0,418,197,390,101,99
750,0,104,128,92,92,81
753,0,154,214,103,176,151
755,0,0,0,0,0,0
756,0,68,121,54,33,0
757,0,187,115,83,71,0
2282,0,0,0,0,0,0
2283,0,0,0,0,0,0
2287,0,0,0,0,0,0
2329,0,0,0,0,0,0
2793,0,0,0,0,0,0
761,0,341,184,226,151,201
758,0,1057,437,389,176,401
759,0,263,81,125,101,101
760,0,499,270,338,201,201
762,0,1075,375,761,201,126
763,0,1450,387,1031,301,401
764,0,647,272,557,301,301
765,0,691,223,536,251,301
767,0,95,11,32,22,14
766,0,140,13,38,52,58
768,0,1287,511,769,0,0
776,0,135,98,205,201,0
770,0,169,202,135,101,201
769,0,407,139,342,201,101
771,0,357,362,358,251,176
772,0,1166,0,769,0,0
773,0,136,97,99,81,69
774,0,749,0,693,401,501
775,0,39,0,48,24,0
777,0,411,0,0,0,0
778,0,159,181,114,82,126
779,0,321,333,322,301,301
780,0,406,0,352,176,0
781,0,88,124,101,79,201
782,0,1209,0,1226,0,0
2267,0,1847,0,1125,0,0
2268,0,1898,0,0,0,0
2270,0,1779,0,0,401,301
2271,0,0,0,0,0,0
2272,0,0,0,0,0,0
2273,0,1778,0,0,0,0
2274,0,0,0,0,0,0
2275,0,0,0,0,0,0
2276,0,0,0,0,0,0
2326,0,0,0,0,0,0
3591,0,0,0,0,0,0
3598,0,0,0,0,0,0
3589,0,0,0,0,0,0
3604,0,0,0,0,0,0
3601,0,0,0,0,0,0
3600,0,0,0,0,0,0
3590,0,0,0,0,0,0
3597,0,0,0,0,0,0
3595,0,0,0,0,0,0
3623,0,0,0,0,0,0
3592,0,0,0,0,0,0
3594,0,0,0,0,0,0
3596,0,0,0,0,0,0
3602,0,0,0,0,0,0
3603,0,0,0,0,0,0
